screen_name,created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
teleamazonasec,2023-02-03T19:56:28Z,1621598516350013400,1621598516350013440,"Junior Roldán, líder de 'Los Choneros', saldrá nuevamente de prisión https://t.co/OYWmZfOvDU https://t.co/uOP0fjx5Je","Junior Roldán, líder de 'Los Choneros', saldrá nuevamente de prisión https://t.co/OYWmZfOvDU https://t.co/uOP0fjx5Je",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,4,FALSE,NA,FALSE,NA,es,FALSE,NA,92,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T19:41:16Z,1621594690205241300,1621594690205241348,"Cristiano Ronaldo marcó su primer gol con el All-Nassr en la Liga de Arabia Saudita.
https://t.co/GKrOT0ZJmy https://t.co/9gH71PD6tr","Cristiano Ronaldo marcó su primer gol con el All-Nassr en la Liga de Arabia Saudita.
https://t.co/GKrOT0ZJmy https://t.co/9gH71PD6tr",FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,8,FALSE,NA,FALSE,NA,es,FALSE,NA,108,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T19:16:35Z,162158847876386e4,1621588478763859968,Gran cantidad de personas en el Registro Civil para obtener la cédula https://t.co/rGqErZqFPl https://t.co/Vf4LnI9ov8,Gran cantidad de personas en el Registro Civil para obtener la cédula https://t.co/rGqErZqFPl https://t.co/Vf4LnI9ov8,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,10,13,FALSE,NA,FALSE,NA,es,FALSE,NA,93,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T19:03:58Z,1621585302530805800,1621585302530805761,Los menores de edad tienen un mayor riesgo de sufrir quemaduras en casa ¿Cómo evitarlo? https://t.co/q8fbeIvGEz https://t.co/ST7A055Kha,Los menores de edad tienen un mayor riesgo de sufrir quemaduras en casa ¿Cómo evitarlo? https://t.co/q8fbeIvGEz https://t.co/ST7A055Kha,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7,10,FALSE,NA,FALSE,NA,es,FALSE,NA,111,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T18:50:12Z,1621581839579095e3,1621581839579095042,Ricardo Gareca: «Estoy hablando con la selección de Ecuador» https://t.co/C53SuaSvg9 https://t.co/84YGzQFmyi,Ricardo Gareca: «Estoy hablando con la selección de Ecuador» https://t.co/C53SuaSvg9 https://t.co/84YGzQFmyi,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,7,FALSE,NA,FALSE,NA,es,FALSE,NA,84,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T18:50:00Z,1621581788551192600,1621581788551192576,Noticias locales en 24 Horas con Hellen Quiñonez @Hellenquinonez https://t.co/1BPWyLVJA3,Noticias locales en 24 Horas con Hellen Quiñonez @Hellenquinonez https://t.co/1BPWyLVJA3,FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,7,FALSE,NA,FALSE,NA,es,FALSE,NA,88,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T18:33:22Z,1621577602203877400,1621577602203877376,Blinken posterga visita a China tras detección de supuesto globo espía https://t.co/1DysTzKRVL https://t.co/Cf0mMclOMI,Blinken posterga visita a China tras detección de supuesto globo espía https://t.co/1DysTzKRVL https://t.co/Cf0mMclOMI,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,5,FALSE,NA,FALSE,NA,es,FALSE,NA,94,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T18:27:05Z,1621576020083064800,1621576020083064836,En #Quito y #Mejía se registra caída leve de ceniza. ¿En qué sectores? Te contamos: https://t.co/R503caHykP https://t.co/mNglV6F4I4,En #Quito y #Mejía se registra caída leve de ceniza. ¿En qué sectores? Te contamos: https://t.co/R503caHykP https://t.co/mNglV6F4I4,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,2,FALSE,NA,FALSE,NA,es,FALSE,NA,107,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T18:02:32Z,1621569841671901200,1621569841671901190,Emisión Central del Noticiero 24 Horas con Liz Valarezo @lizvalarezo y María Grazzia Acosta @magrazziaacosta https://t.co/1BPWyLVJA3,Emisión Central del Noticiero 24 Horas con Liz Valarezo @lizvalarezo y María Grazzia Acosta @magrazziaacosta https://t.co/1BPWyLVJA3,FALSE,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,7,FALSE,NA,FALSE,NA,es,FALSE,NA,132,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T16:57:46Z,1621553544133476400,1621553544133476352,La AMT ejecutará un plan de movilidad en Quito y vigilará sitios de concurrencia masiva https://t.co/TSvoc6aX2B https://t.co/g44vDvMkOn,La AMT ejecutará un plan de movilidad en Quito y vigilará sitios de concurrencia masiva https://t.co/TSvoc6aX2B https://t.co/g44vDvMkOn,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,3,FALSE,NA,FALSE,NA,es,FALSE,NA,111,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T16:54:58Z,1621552837682397200,1621552837682397186,Fallece el diseñador español Paco Rabanne. Los detalles: https://t.co/fUK7M3Zmxu https://t.co/Ojtv8b2j8K,Fallece el diseñador español Paco Rabanne. Los detalles: https://t.co/fUK7M3Zmxu https://t.co/Ojtv8b2j8K,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,10,FALSE,NA,FALSE,NA,es,FALSE,NA,80,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T16:34:00Z,1621547561696862200,1621547561696862208,Enrique Pita: Se cerró el programa informático que se usará el domingo https://t.co/4SymetY94b https://t.co/UkA7HG0kUk,Enrique Pita: Se cerró el programa informático que se usará el domingo https://t.co/4SymetY94b https://t.co/UkA7HG0kUk,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,4,FALSE,NA,FALSE,NA,es,FALSE,NA,94,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T16:20:08Z,1621544073340264400,1621544073340264449,Revisa las noticias más destacadas de #Guayaquil este viernes 3 de febrero de 2023 en nuestro Noticiero #24Horas de la Comunidad (Tercera Emisión). https://t.co/49sdKx3QtN,Revisa las noticias más destacadas de #Guayaquil este viernes 3 de febrero de 2023 en nuestro Noticiero #24Horas de la Comunidad (Tercera Emisión). https://t.co/49sdKx3QtN,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,4,FALSE,NA,FALSE,NA,es,FALSE,NA,171,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T16:16:02Z,1621543040006373400,1621543040006373377,"Revisa las noticias más destacadas de #Guayaquil este viernes 3 de febrero de 2023 en nuestro Noticiero 
#24Horas de la Comunidad (Segunda Emisión). https://t.co/o5V5j82dJl","Revisa las noticias más destacadas de #Guayaquil este viernes 3 de febrero de 2023 en nuestro Noticiero 
#24Horas de la Comunidad (Segunda Emisión). https://t.co/o5V5j82dJl",FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,3,FALSE,NA,FALSE,NA,es,FALSE,NA,172,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T16:11:18Z,1621541848123670500,1621541848123670529,"#ENTREVISTA: Nelson Proaño, Jefe del Comando Conjunto de las Fuerzas Armadas, habla sobre las pruebas que evalúan al personal militar. Mira:  https://t.co/ItwlvkZS4F https://t.co/LPIj3YpmZe","#ENTREVISTA: Nelson Proaño, Jefe del Comando Conjunto de las Fuerzas Armadas, habla sobre las pruebas que evalúan al personal militar. Mira:  https://t.co/ItwlvkZS4F https://t.co/LPIj3YpmZe",FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,9,FALSE,NA,FALSE,NA,es,FALSE,NA,165,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T15:49:03Z,1621536248589328400,1621536248589328384,"#ATENCIÓN Quienes incumplan la ley seca serán sancionados ¿Cuánto deben pagar? 
👉https://t.co/ONZo8b7ENI https://t.co/UQn7g4NuB9","#ATENCIÓN Quienes incumplan la ley seca serán sancionados ¿Cuánto deben pagar? 
👉https://t.co/ONZo8b7ENI https://t.co/UQn7g4NuB9",FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,4,FALSE,NA,FALSE,NA,es,FALSE,NA,104,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T15:35:37Z,1621532868785700900,1621532868785700865,#DesnutriciónCrónicaInfantil El INEC investiga qué factores influyen https://t.co/hySr03YF7s https://t.co/bRvKNMAQKy,#DesnutriciónCrónicaInfantil El INEC investiga qué factores influyen https://t.co/hySr03YF7s https://t.co/bRvKNMAQKy,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,4,FALSE,NA,FALSE,NA,es,FALSE,NA,92,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T13:39:50Z,1621503732465688600,1621503732465688576,#VIDEO Las noticias más destacadas del Ecuador https://t.co/MEAdKbkvnS,#VIDEO Las noticias más destacadas del Ecuador https://t.co/MEAdKbkvnS,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,3,FALSE,NA,FALSE,NA,es,FALSE,NA,70,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T13:36:54Z,1621502993169371100,1621502993169371137,https://t.co/rU93ePNfTk,https://t.co/rU93ePNfTk,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,4,FALSE,NA,FALSE,NA,zxx,FALSE,NA,23,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T12:41:54Z,1621489154222706700,1621489154222706688,Inicia Voto en Casa con 711 personas inscritas a nivel nacional https://t.co/WyJv23OPUn https://t.co/OXanGu6SrF,Inicia Voto en Casa con 711 personas inscritas a nivel nacional https://t.co/WyJv23OPUn https://t.co/OXanGu6SrF,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,9,FALSE,NA,FALSE,NA,es,FALSE,NA,87,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T12:23:55Z,1621484625510932500,1621484625510932482,"#Guayaquil: La Nueva Prosperina es considerado como el Distrito más violento del país. Por ello, fue intervenido por la Policía Nacional. https://t.co/ekDxaY8fRe https://t.co/gG2VNfT4tJ","#Guayaquil: La Nueva Prosperina es considerado como el Distrito más violento del país. Por ello, fue intervenido por la Policía Nacional. https://t.co/ekDxaY8fRe https://t.co/gG2VNfT4tJ",FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,5,FALSE,NA,FALSE,NA,es,FALSE,NA,161,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T12:18:14Z,1621483195475558400,1621483195475558400,"Hoy en #LasEntrevistas de Teleamazonas estarán el vicepresidente del CNE, Enrique Pita, y el jefe del Comando Conjunto de las FF.AA., Nelson Proaño https://t.co/MZrfkPmp34","Hoy en #LasEntrevistas de Teleamazonas estarán el vicepresidente del CNE, Enrique Pita, y el jefe del Comando Conjunto de las FF.AA., Nelson Proaño https://t.co/MZrfkPmp34",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,6,FALSE,NA,FALSE,NA,es,FALSE,NA,147,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T12:03:20Z,1621479446787096600,1621479446787096578,#ATENCIÓN | Planteles fiscales que son recinto electoral tendrán clases a distancia este viernes 3 https://t.co/1H1OnZJoXI https://t.co/K7LMXm0clJ,#ATENCIÓN | Planteles fiscales que son recinto electoral tendrán clases a distancia este viernes 3 https://t.co/1H1OnZJoXI https://t.co/K7LMXm0clJ,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,8,FALSE,NA,FALSE,NA,es,FALSE,NA,122,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teleamazonasec,2023-02-03T11:41:17Z,1621473896640692200,1621473896640692224,Retiran los cargos de violación en contra de Mason Greenwood https://t.co/XRLsAIrxFA https://t.co/WRx3om6Ebq,Retiran los cargos de violación en contra de Mason Greenwood https://t.co/XRLsAIrxFA https://t.co/WRx3om6Ebq,FALSE,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,13,FALSE,NA,FALSE,NA,es,FALSE,NA,84,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
