screen_name,created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
elcomerciocom,2023-02-03T20:08:54Z,1621601642389938200,1621601642389938176,En febrero la Revisión Técnica Vehicular corresponde al dígito de la placa terminada en 1 » https://t.co/QcJMqEXqsX https://t.co/Imbm1M61zv,En febrero la Revisión Técnica Vehicular corresponde al dígito de la placa terminada en 1 » https://t.co/QcJMqEXqsX https://t.co/Imbm1M61zv,FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,2,FALSE,NA,FALSE,NA,es,FALSE,NA,115,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T19:01:53Z,1621584777731088400,1621584777731088384,Cristiano Ronaldo anota su primer gol con Al-Nassr y aumenta su récord https://t.co/2Reb7lwH7x,Cristiano Ronaldo anota su primer gol con Al-Nassr y aumenta su récord https://t.co/2Reb7lwH7x,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,8,FALSE,NA,FALSE,NA,es,FALSE,NA,94,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T18:59:46Z,1621584244332961800,1621584244332961792,"Encapuchados dispararon a las víctimas dentro de una casa en Nueva Prosperina, #Guayaquil » https://t.co/pRbmUxvPOO https://t.co/ufUjKRrgg1","Encapuchados dispararon a las víctimas dentro de una casa en Nueva Prosperina, #Guayaquil » https://t.co/pRbmUxvPOO https://t.co/ufUjKRrgg1",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,14,FALSE,NA,FALSE,NA,es,FALSE,NA,115,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T18:55:00Z,1621583045420613600,1621583045420613635,#EleccionesEC2023 | Registro Civil atenderá el fin de semana en #Quito. Mire los horarios del sábado 4 y domingo 5 de febrero » https://t.co/kpAGWr8Wc0 https://t.co/EcPtfV9zWy,#EleccionesEC2023 | Registro Civil atenderá el fin de semana en #Quito. Mire los horarios del sábado 4 y domingo 5 de febrero » https://t.co/kpAGWr8Wc0 https://t.co/EcPtfV9zWy,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,24,FALSE,NA,FALSE,NA,es,FALSE,NA,151,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T17:53:54Z,1621567670813327400,1621567670813327360,#Quito | El vehículo arrolló a un peatón en la Panamericana Norte » https://t.co/iPrqgXefds https://t.co/slLkKWvf6L,#Quito | El vehículo arrolló a un peatón en la Panamericana Norte » https://t.co/iPrqgXefds https://t.co/slLkKWvf6L,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,13,39,FALSE,NA,FALSE,NA,es,FALSE,NA,91,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T17:30:57Z,1621561895005159400,1621561895005159429,Ecuador se enfrenta a Uruguay en el Sub 20. ¿Dónde ver el partido? https://t.co/fsBdCr4eTf,Ecuador se enfrenta a Uruguay en el Sub 20. ¿Dónde ver el partido? https://t.co/fsBdCr4eTf,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,7,FALSE,NA,FALSE,NA,es,FALSE,NA,90,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T17:00:37Z,1621554262357545e3,1621554262357544960,¡Evite sanciones! 🍺❌ Desde las 12:00 de este viernes 3 de febrero rige la #LeySeca en #Ecuador por las #EleccionesEC2023 » https://t.co/brLYhCSVYo https://t.co/43U8thhZYp,¡Evite sanciones! 🍺❌ Desde las 12:00 de este viernes 3 de febrero rige la #LeySeca en #Ecuador por las #EleccionesEC2023 » https://t.co/brLYhCSVYo https://t.co/43U8thhZYp,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,25,FALSE,NA,FALSE,NA,es,FALSE,NA,146,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T16:35:27Z,1621547928446713900,1621547928446713859,El volcán #Cotopaxi mantiene emisiones continuas de gases y ceniza en el inicio de febrero de 2023 » https://t.co/rnSQx7rV6L https://t.co/9lFoVQzIJY,El volcán #Cotopaxi mantiene emisiones continuas de gases y ceniza en el inicio de febrero de 2023 » https://t.co/rnSQx7rV6L https://t.co/9lFoVQzIJY,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,10,20,FALSE,NA,FALSE,NA,es,FALSE,NA,124,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T16:26:43Z,1621545728412713e3,1621545728412712961,Las #EleccionesEC2023 alteran la movilidad en #Quito. Cierres viales se realizarán desde el sábado 4 de febrero » https://t.co/zuoFBrn9k2 https://t.co/77u0xWiBnR,Las #EleccionesEC2023 alteran la movilidad en #Quito. Cierres viales se realizarán desde el sábado 4 de febrero » https://t.co/zuoFBrn9k2 https://t.co/77u0xWiBnR,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,11,FALSE,NA,FALSE,NA,es,FALSE,NA,137,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T15:37:04Z,1621533234340266e3,1621533234340265985,#Cuenca | El estudiante fue parte de un enfrentamiento a golpes en la vía pública. Educación se pronuncia » https://t.co/MnYJqVPpar https://t.co/ecgR7wxabZ,#Cuenca | El estudiante fue parte de un enfrentamiento a golpes en la vía pública. Educación se pronuncia » https://t.co/MnYJqVPpar https://t.co/ecgR7wxabZ,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,30,FALSE,NA,FALSE,NA,es,FALSE,NA,131,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T15:30:14Z,1621531513945788400,1621531513945788418,¿Qué falta para que Gareca se una a la Selección de Ecuador? https://t.co/xfgEpQ95sC,¿Qué falta para que Gareca se una a la Selección de Ecuador? https://t.co/xfgEpQ95sC,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,4,FALSE,NA,FALSE,NA,es,FALSE,NA,84,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T15:19:35Z,1621528836407001e3,1621528836407001092,"#ATENCIÓN | La Policía recupera vehículo de alta gama que causó muerte en av. Panamericana Norte, en #Quito » https://t.co/852kzztvmR https://t.co/uGPHOYJ8bf","#ATENCIÓN | La Policía recupera vehículo de alta gama que causó muerte en av. Panamericana Norte, en #Quito » https://t.co/852kzztvmR https://t.co/uGPHOYJ8bf",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,51,190,FALSE,NA,FALSE,NA,es,FALSE,NA,133,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T14:21:23Z,"1,62E+34",1621514188119216128,El diseñador Paco Rabanne murió en Francia a los 88 años » https://t.co/pDV0hC0K7j https://t.co/RMQOf25cO5,El diseñador Paco Rabanne murió en Francia a los 88 años » https://t.co/pDV0hC0K7j https://t.co/RMQOf25cO5,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,28,96,FALSE,NA,FALSE,NA,es,FALSE,NA,82,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T14:03:48Z,1621509762637783e3,1621509762637783050,El Pentágono sigue de cerca los movimientos del globo que sobrevuela Estados Unidos » https://t.co/xkqDWn9DcL https://t.co/cYgMMdLT1d,El Pentágono sigue de cerca los movimientos del globo que sobrevuela Estados Unidos » https://t.co/xkqDWn9DcL https://t.co/cYgMMdLT1d,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,10,43,FALSE,NA,FALSE,NA,es,FALSE,NA,109,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T13:53:58Z,1621507290657624e3,1621507290657624065,Agenda de partidos de los futbolistas ecuatorianos en Europa https://t.co/qBA0DINJKn,Agenda de partidos de los futbolistas ecuatorianos en Europa https://t.co/qBA0DINJKn,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,4,FALSE,NA,FALSE,NA,es,FALSE,NA,84,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T13:33:42Z,1621502189221941200,1621502189221941249,La Secretaría de Riesgos dice que la #ceniza del volcán Cotopaxi se dirige al norte y sur de #Ecuador » https://t.co/NRdMgxV0Wi https://t.co/zkQDQpVoiE,La Secretaría de Riesgos dice que la #ceniza del volcán Cotopaxi se dirige al norte y sur de #Ecuador » https://t.co/NRdMgxV0Wi https://t.co/zkQDQpVoiE,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,43,FALSE,NA,FALSE,NA,es,FALSE,NA,127,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T13:28:47Z,1621500951772135400,1621500951772135424,#ElPro | Ricardo Adé fue uno de los pilares del histórico campeonato de #Aucas » https://t.co/qVDOz0y7Lw https://t.co/CEZfhaVECE,#ElPro | Ricardo Adé fue uno de los pilares del histórico campeonato de #Aucas » https://t.co/qVDOz0y7Lw https://t.co/CEZfhaVECE,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,68,FALSE,NA,FALSE,NA,es,FALSE,NA,104,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T13:01:14Z,1621494017136394200,1621494017136394240,El hecho ocurrió en Santo Domingo de los Tsáchilas tras una persecución » https://t.co/92roUxeiHB https://t.co/rDJuVXZ7SK,El hecho ocurrió en Santo Domingo de los Tsáchilas tras una persecución » https://t.co/92roUxeiHB https://t.co/rDJuVXZ7SK,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,127,1162,FALSE,NA,FALSE,NA,es,FALSE,NA,97,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T12:29:57Z,1621486144574603300,1621486144574603266,China reacciona a acusación del Pentágono sobre globo espía y pide 'no especular' https://t.co/SceIoeIVvI,China reacciona a acusación del Pentágono sobre globo espía y pide 'no especular' https://t.co/SceIoeIVvI,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,8,FALSE,NA,FALSE,NA,es,FALSE,NA,105,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T12:24:24Z,1621484750522155e3,1621484750522155013,#EleccionesEC2023 | El Ministerio de Educación anuncia medidas para planteles fiscales y particulares para este viernes 3 de febrero » https://t.co/yRSIuxFY1V https://t.co/8IVamlfAah,#EleccionesEC2023 | El Ministerio de Educación anuncia medidas para planteles fiscales y particulares para este viernes 3 de febrero » https://t.co/yRSIuxFY1V https://t.co/8IVamlfAah,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3,19,FALSE,NA,FALSE,NA,es,FALSE,NA,158,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T12:00:17Z,1621478680420667400,1621478680420667392,#Quito | La Planta de Tratamiento El Troje ampliará su capacidad https://t.co/IWtPxmzedT,#Quito | La Planta de Tratamiento El Troje ampliará su capacidad https://t.co/IWtPxmzedT,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,6,FALSE,NA,FALSE,NA,es,FALSE,NA,88,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elcomerciocom,2023-02-03T11:31:20Z,1621471394671345700,1621471394671345664,Pico y placa en #Quito: restricciones para este viernes 3 de febrero » https://t.co/uElQfJAdpO https://t.co/moHR6VCcE3,Pico y placa en #Quito: restricciones para este viernes 3 de febrero » https://t.co/uElQfJAdpO https://t.co/moHR6VCcE3,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,19,FALSE,NA,FALSE,NA,es,FALSE,NA,94,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
